oferta,recamaras,bathrooms,mts,lat,lon,fecha_consulta,fuente,precio,precio_m2,cvegeo,cve_ent,cve_mun,nom_mun,tipo,tipo_vivi
departamento en renta en monterrey,3.0,3.0,90.0,25.7081006,-100.3144255,2025-05-05 13:00:42.337377,easyaviso,26500.0,294.44444444444446,19039,19,039,Monterrey,renta,vertical
casa en renta en del paseo residencial  zona sur mty,2.0,,,25.6261997,-100.2989565,2025-05-05 13:00:42.337377,easyaviso,22800.0,,19039,19,039,Monterrey,renta,horizontal
departamento renta kyo aluna 74.05 m2,2.0,2.0,74.05,25.6829903,-100.3294646,2025-05-05 13:00:42.337377,easyaviso,25000.0,337.60972316002704,19039,19,039,Monterrey,renta,vertical
casa de renta en reserva cumbres garcia nuevo leon.,3.0,3.0,205.0,25.7327428,-100.3915976,2025-05-05 13:00:42.337377,easyaviso,24000.0,117.07317073170732,19039,19,039,Monterrey,renta,horizontal
departamento en renta san jeronimo   torre palmas,2.0,2.0,110.0,25.6756623593,-100.3543381397,2025-05-05 13:00:42.337377,easyaviso,26000.0,236.3636363636364,19039,19,039,Monterrey,renta,vertical
departamento en renta torre sile valle oriente,2.0,2.0,140.0,25.6229359,-100.3067897,2025-05-05 13:00:42.337377,easyaviso,45000.0,321.42857142857144,19039,19,039,Monterrey,renta,vertical
dpto. en renta amueblado y equipado a principios de carr. nac.,2.0,2.0,94.0,25.5945955,-100.2618236,2025-05-05 13:00:42.337377,easyaviso,37000.0,393.6170212765957,19039,19,039,Monterrey,renta,vertical
casa en renta zona herradura,3.0,3.0,,25.5713849,-100.2331354,2025-05-05 13:00:42.337377,easyaviso,45000.0,,19039,19,039,Monterrey,renta,horizontal
departamento en renta san jeronimo,2.0,2.0,90.0,25.6857082,-100.3748822,2025-05-05 13:00:42.337377,easyaviso,32000.0,355.55555555555554,19039,19,039,Monterrey,renta,vertical
departamento tipo loft  col. buenos aires,,,,25.6699972,-100.2759865,2025-05-05 13:00:42.337377,easyaviso,10500.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta san jeronimo,,,80.0,25.6767327,-100.3762812,2025-05-05 13:00:42.337377,easyaviso,23500.0,293.75,19039,19,039,Monterrey,renta,vertical
casa en renta col cumbres santa clara 1er sector,3.0,2.0,230.0,25.7397212767,-100.408976631,2025-05-05 13:00:42.337377,easyaviso,39500.0,171.7391304347826,19039,19,039,Monterrey,renta,horizontal
renta departamento monterrey torre in,2.0,2.0,95.0,25.6716368362,-100.3869216894,2025-05-05 13:00:42.337377,easyaviso,39000.0,410.5263157894737,19039,19,039,Monterrey,renta,vertical
renta departamento valle oriente sonoma,3.0,2.0,145.0,25.6192814238,-100.303407544,2025-05-05 13:00:42.337377,easyaviso,60000.0,413.7931034482759,19039,19,039,Monterrey,renta,vertical
departamento en renta  torre inn santa maria,2.0,2.0,,25.672199,-100.3842843,2025-05-05 13:00:42.337377,easyaviso,39000.0,,19039,19,039,Monterrey,renta,vertical
departamento equipado en nuevo sur,2.0,2.0,,25.6508957,-100.2753037,2025-05-05 13:00:42.337377,easyaviso,35000.0,,19039,19,039,Monterrey,renta,vertical
casa de renta puerta de hierro,3.0,2.0,,25.7525250036,-100.4191030881,2025-05-05 13:00:42.337377,easyaviso,36000.0,,19039,19,039,Monterrey,renta,horizontal
departamento tipo loft en san jeronimo,,,56.0,25.6767327,-100.3762812,2025-05-05 13:00:42.337377,easyaviso,23000.0,410.7142857142857,19039,19,039,Monterrey,renta,vertical
casa en renta en cumbres del sol,3.0,2.0,,25.7524379,-100.4291848,2025-05-05 13:00:42.337377,easyaviso,32000.0,,19039,19,039,Monterrey,renta,horizontal
departamento renta zona tec,2.0,2.0,120.0,25.6432263,-100.2915202,2025-05-05 13:00:42.337377,easyaviso,23000.0,191.66666666666663,19039,19,039,Monterrey,renta,vertical
departamento amueblado en renta del paseo residencial.,3.0,2.0,105.0,25.6300307748,-100.3024755177,2025-05-05 13:00:42.337377,easyaviso,55000.0,523.8095238095239,19039,19,039,Monterrey,renta,vertical
departamento renta paralelo obispado,2.0,2.0,70.0,25.6717233,-100.3420696,2025-05-05 13:00:42.337377,easyaviso,24000.0,342.85714285714283,19039,19,039,Monterrey,renta,vertical
departamento equipado en renta del paseo residencial.,3.0,2.0,105.0,25.6300307748,-100.3024755177,2025-05-05 13:00:42.337377,easyaviso,45000.0,428.57142857142856,19039,19,039,Monterrey,renta,vertical
departamento en renta en torre mirall 3 recamaras,3.0,2.0,101.35,25.6823065,-100.348377,2025-05-05 13:00:42.337377,easyaviso,32000.0,315.7375431672422,19039,19,039,Monterrey,renta,vertical
departamento en nuevo sur,2.0,2.0,81.0,25.6517462019,-100.2788493467,2025-05-05 13:00:42.337377,easyaviso,31000.0,382.7160493827161,19039,19,039,Monterrey,renta,vertical
ofrezco departamento en renta en cantera jade,3.0,2.0,,25.6894656,-100.3623842,2025-05-05 13:00:42.337377,easyaviso,45000.0,,19039,19,039,Monterrey,renta,vertical
departamento amueblado en renta en obispado,2.0,2.0,127.36,25.7376809,-100.3672738,2025-05-05 13:00:42.337377,easyaviso,29000.0,227.7010050251256,19039,19,039,Monterrey,renta,vertical
departamento en renta en residencial dinastia,2.0,2.0,135.0,25.7013248,-100.3765466,2025-05-05 13:00:42.337377,easyaviso,31000.0,229.6296296296296,19039,19,039,Monterrey,renta,vertical
departamento amueblado en renta en contry,,,80.0,25.6376126,-100.2747354,2025-05-05 13:00:42.337377,easyaviso,19500.0,243.75,19039,19,039,Monterrey,renta,vertical
nuevo sur,2.0,2.0,123.0,25.655014,-100.274803,2025-05-05 13:00:42.337377,easyaviso,39500.0,321.1382113821138,19039,19,039,Monterrey,renta,otro
departamento amueblado en renta en nuevo sur,3.0,2.0,174.26,25.65517,-100.2747354,2025-05-05 13:00:42.337377,easyaviso,45000.0,258.23482153104555,19039,19,039,Monterrey,renta,vertical
se renta departamento en torre barrio w,2.0,2.0,88.0,25.7031677756,-100.3567944833,2025-05-05 13:00:42.337377,easyaviso,32000.0,363.6363636363636,19039,19,039,Monterrey,renta,vertical
departamento en renta en nuevo sur,,,70.0,25.6572589,-100.2802523,2025-05-05 13:00:42.337377,easyaviso,26700.0,381.4285714285714,19039,19,039,Monterrey,renta,vertical
mitt departamento en renta,,,56.0,25.7049094,-100.3445765,2025-05-05 13:00:42.337377,easyaviso,20000.0,357.1428571428572,19039,19,039,Monterrey,renta,vertical
hermoso departamento en renta en vista hermosa monterrey,2.0,2.0,110.0,25.6889062,-100.3533409,2025-05-05 13:00:42.337377,easyaviso,21500.0,195.45454545454547,19039,19,039,Monterrey,renta,vertical
habitacion con entrada independiente en edificio departamental a 5 min. del tec,,,,25.6512222,-100.271261,2025-05-05 13:00:42.337377,easyaviso,5500.0,,19039,19,039,Monterrey,renta,vertical
habitacion tipo loft con entrada independiente a  5 min. del tec  y fundidora,,,,25.6512222,-100.271261,2025-05-05 13:00:42.337377,easyaviso,5800.0,,19039,19,039,Monterrey,renta,vertical
departamento amueblado a 5 min. del tec por ave. revolucion alado mol nuevo sur,,,,25.6512222,-100.271261,2025-05-05 13:00:42.337377,easyaviso,7800.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta en las fridas santa maria monterrey,2.0,2.0,100.0,25.6702829,-100.3766047,2025-05-05 13:00:42.337377,easyaviso,35000.0,350.0,19039,19,039,Monterrey,renta,vertical
departamento renta colinas san jeronimo,2.0,,148.0,25.6844092,-100.3760783,2025-05-05 13:00:42.337377,easyaviso,37000.0,250.0,19039,19,039,Monterrey,renta,vertical
departamento en renta en el patriota.,,,,25.7060635,-100.3094577,2025-05-05 13:00:42.337377,easyaviso,14000.0,,19039,19,039,Monterrey,renta,vertical
casa renta fracc. arborea sector jazmin cumbres,3.0,3.0,205.0,25.7713687,-100.3895828,2025-05-05 13:00:42.337377,easyaviso,24500.0,119.51219512195122,19039,19,039,Monterrey,renta,horizontal
torre murano san jeronimo monterrey nuevo leon amueblado,,,50.0,25.6733056,-100.3564722,2025-05-05 13:00:42.337377,easyaviso,19200.0,384.0,19039,19,039,Monterrey,renta,otro
torre mitt,2.0,,55.0,25.710733,-100.346977,2025-05-05 13:00:42.337377,easyaviso,20000.0,363.6363636363636,19039,19,039,Monterrey,renta,otro
departamento en renta torre el patriota monterrey,2.0,,,25.7110734,-100.3117686,2025-05-05 13:00:42.337377,easyaviso,25000.0,,19039,19,039,Monterrey,renta,vertical
casa en renta  mitras sur,5.0,10.0,500.0,25.6851974,-100.3462809,2025-05-05 13:00:42.337377,easyaviso,189000.0,378.0,19039,19,039,Monterrey,renta,horizontal
departamento en renta en vitant,2.0,2.0,135.0,25.672876,-100.2999313,2025-05-05 13:00:42.337377,easyaviso,34000.0,251.85185185185185,19039,19,039,Monterrey,renta,vertical
departamento en renta torre mirall col chepevera monterrey,2.0,2.0,77.0,25.6820986,-100.3466183,2025-05-05 13:00:42.337377,easyaviso,27500.0,357.1428571428572,19039,19,039,Monterrey,renta,vertical
cumbres,3.0,2.0,180.0,25.735891,-100.401344,2025-05-05 13:00:42.337377,easyaviso,27500.0,152.77777777777777,19039,19,039,Monterrey,renta,otro
departamento en renta en torre kyo midtown,2.0,2.0,70.0,25.6517621,-100.3073446,2025-05-05 13:00:42.337377,easyaviso,23000.0,328.57142857142856,19039,19,039,Monterrey,renta,vertical
departamento balzac,3.0,2.0,144.0,25.6716613009,-100.387390852,2025-05-05 13:00:42.337377,easyaviso,52000.0,361.1111111111111,19039,19,039,Monterrey,renta,vertical
casa en renta para familia u oficina cumbres 5 sec. monterrey n.l.,3.0,3.0,500.0,25.738746,-100.4086133,2025-05-05 13:00:42.337377,easyaviso,38000.0,76.0,19039,19,039,Monterrey,renta,horizontal
departamento en renta nuevo sur monterrey,,,61.0,25.6572589,-100.2802523,2025-05-05 13:00:42.337377,easyaviso,28000.0,459.0163934426229,19039,19,039,Monterrey,renta,vertical
casa en renta en monterrey nuevo leon,3.0,4.0,395.0,25.7355673,-100.4086028,2025-05-05 13:00:42.337377,easyaviso,39000.0,98.73417721518987,19039,19,039,Monterrey,renta,horizontal
casa en renta en cumbres garcia,3.0,2.0,,25.7373868733,-100.3938367429,2025-05-05 13:00:42.337377,easyaviso,17000.0,,19039,19,039,Monterrey,renta,horizontal
casa en renta en san jeronimo,4.0,5.0,396.0,25.6852711556,-100.3758335927,2025-05-05 13:00:42.337377,easyaviso,58000.0,146.46464646464648,19039,19,039,Monterrey,renta,horizontal
departamento en renta en cortijo del rio,,,,25.6113513,-100.2589997,2025-05-05 13:00:42.337377,easyaviso,13000.0,,19039,19,039,Monterrey,renta,vertical
torre boreal 1,3.0,2.0,111.0,25.630085,-100.303497,2025-05-05 13:00:42.337377,easyaviso,45000.0,405.4054054054054,19039,19,039,Monterrey,renta,otro
casa en renta col. altavista lomas,4.0,2.0,170.0,25.7162321996,-100.3401781496,2025-05-05 13:00:42.337377,easyaviso,20000.0,117.6470588235294,19039,19,039,Monterrey,renta,horizontal
departamento totalmente amueblado nuevo sur,2.0,2.0,82.0,25.6538990041,-100.2742577668,2025-05-05 13:00:42.337377,easyaviso,31000.0,378.0487804878049,19039,19,039,Monterrey,renta,vertical
departamento en renta  av lazaro cardenas. valle oriente,3.0,2.0,150.0,25.6379556,-100.3122675,2025-05-05 13:00:42.337377,easyaviso,34000.0,226.66666666666663,19039,19,039,Monterrey,renta,vertical
renta de departamento en torre mitt,,,50.0,25.7049374,-100.3509228,2025-05-05 13:00:42.337377,easyaviso,19500.0,390.0,19039,19,039,Monterrey,renta,vertical
loft amueblado en monterrey,,,70.0,25.6149573896,-100.2840078965,2025-05-05 13:00:42.337377,easyaviso,13500.0,192.8571428571429,19039,19,039,Monterrey,renta,vertical
departamento amueblado en monterrey,3.0,,85.0,25.6149573896,-100.2840078965,2025-05-05 13:00:42.337377,easyaviso,24000.0,282.3529411764706,19039,19,039,Monterrey,renta,vertical
departamento remodelado en renta en col. rincon de primavera,2.0,2.0,120.0,25.6495355,-100.2744865,2025-05-05 13:00:42.337377,easyaviso,19000.0,158.33333333333334,19039,19,039,Monterrey,renta,vertical
casa en renta cumbres elite sector haciendas,3.0,2.0,,25.7452147,-100.4063696,2025-05-05 13:00:42.337377,easyaviso,21500.0,,19039,19,039,Monterrey,renta,horizontal
departamento en renta torre luzia centro monterrey nl,2.0,2.0,75.0,25.6746527,-100.3164772,2025-05-05 13:00:42.337377,easyaviso,30000.0,400.0,19039,19,039,Monterrey,renta,vertical
renta  casa moretta carretera,3.0,3.0,,25.5241207768,-100.2093855702,2025-05-05 13:00:42.337377,easyaviso,26500.0,,19039,19,039,Monterrey,renta,horizontal
departamento en renta en san jeronimo,3.0,3.0,,25.6874656,-100.3643842,2025-05-05 13:00:42.337377,easyaviso,45000.0,,19039,19,039,Monterrey,renta,vertical
departamento de renta en centro de monterrey nuevo leon.,2.0,,60.0,25.6836687,-100.3101035,2025-05-05 13:00:42.337377,easyaviso,21000.0,350.0,19039,19,039,Monterrey,renta,vertical
deparmanto en el centro de monterrey  torre iconicah,2.0,2.0,96.0,25.6725919055,-100.3065028854,2025-05-05 13:00:42.337377,easyaviso,23000.0,239.58333333333331,19039,19,039,Monterrey,renta,vertical
departamento en renta en cantera  colinas de san jeronimo,2.0,2.0,80.0,25.6816335,-100.3711494,2025-05-05 13:00:42.337377,easyaviso,32000.0,400.0,19039,19,039,Monterrey,renta,vertical
san jeronimo,2.0,2.0,90.0,25.675163,-100.355247,2025-05-05 13:00:42.337377,easyaviso,28000.0,311.1111111111111,19039,19,039,Monterrey,renta,otro
centrika,2.0,2.0,90.0,25.696463,-100.306557,2025-05-05 13:00:42.337377,easyaviso,18000.0,200.0,19039,19,039,Monterrey,renta,otro
departamento en renta torre republica centro monterrey,2.0,,56.0,25.6859204881,-100.3300817013,2025-05-05 13:00:42.337377,easyaviso,29000.0,517.8571428571429,19039,19,039,Monterrey,renta,vertical
departamento amueblado tipo loft en cumbres allegro,,,40.0,25.7453564,-100.4273857,2025-05-05 13:00:42.337377,easyaviso,17500.0,437.5,19039,19,039,Monterrey,renta,vertical
departamento equipado en zona brisas,3.0,2.0,120.0,25.6203717196,-100.2870408762,2025-05-05 13:00:42.337377,easyaviso,20000.0,166.66666666666666,19039,19,039,Monterrey,renta,vertical
departamento en renta gaia zona sur,2.0,2.0,130.0,25.5870863898,-100.2446962088,2025-05-05 13:00:42.337377,easyaviso,36000.0,276.9230769230769,19039,19,039,Monterrey,renta,vertical
tapanco 1 recamara,,,55.0,25.7093981,-100.3136523,2025-05-05 13:00:42.337377,easyaviso,16500.0,300.0,19039,19,039,Monterrey,renta,otro
departamento amueblado y equipado en renta en cumbres mty.,2.0,2.0,96.0,25.727326,-100.3775744,2025-05-05 13:00:42.337377,easyaviso,18500.0,192.70833333333331,19039,19,039,Monterrey,renta,vertical
horizontes ordaz,3.0,3.0,300.0,25.671804,-100.368645,2025-05-05 13:00:42.337377,easyaviso,57000.0,190.0,19039,19,039,Monterrey,renta,otro
casa en renta en colonia centrika lago mty n.l.,3.0,2.0,,25.6950636005,-100.3066532877,2025-05-05 13:00:42.337377,easyaviso,22000.0,,19039,19,039,Monterrey,renta,horizontal
departamento amueblado en renta torre boreal en valle ote,3.0,2.0,129.0,25.6302534442,-100.3026399171,2025-05-05 13:00:42.337377,easyaviso,56000.0,434.1085271317829,19039,19,039,Monterrey,renta,vertical
departamento en renta en kyo midtown,2.0,2.0,70.0,25.6830014,-100.3292873,2025-05-05 13:00:42.337377,easyaviso,23000.0,328.57142857142856,19039,19,039,Monterrey,renta,vertical
nuevo sur  gaeta norte,2.0,2.0,80.0,25.655014,-100.274803,2025-05-05 13:00:42.337377,easyaviso,35000.0,437.5,19039,19,039,Monterrey,renta,otro
casa en renta en la perla carretera nacional 29500,3.0,2.0,,25.5928204,-100.2471511,2025-05-05 13:00:42.337377,easyaviso,29500.0,,19039,19,039,Monterrey,renta,horizontal
torre luz,3.0,2.0,100.0,25.675701,-100.327271,2025-05-05 13:00:42.337377,easyaviso,37000.0,370.0,19039,19,039,Monterrey,renta,otro
renta departamento equipado,3.0,2.0,120.0,25.6903259,-100.3766434,2025-05-05 13:00:42.337377,easyaviso,35000.0,291.6666666666667,19039,19,039,Monterrey,renta,vertical
renta de depa torre mirall,2.0,2.0,77.0,25.6845475,-100.3429411,2025-05-05 13:00:42.337377,easyaviso,29000.0,376.6233766233766,19039,19,039,Monterrey,renta,vertical
departamento en renta cumbres,,,36.0,25.7083617,-100.3710035,2025-05-05 13:00:42.337377,easyaviso,10600.0,294.44444444444446,19039,19,039,Monterrey,renta,vertical
casa en renta lomas del paseo residencial,3.0,4.0,332.0,25.5806333,-100.261447,2025-05-05 13:00:42.337377,easyaviso,27900.0,84.03614457831326,19039,19,039,Monterrey,renta,horizontal
departamento amueblado en renta zona tec,,,35.0,25.6564908,-100.2953187,2025-05-05 13:00:42.337377,easyaviso,19000.0,542.8571428571429,19039,19,039,Monterrey,renta,vertical
se renta casa equipada en col. lagos del bosque solo planta baja,2.0,2.0,,25.5990922,-100.2604199,2025-05-05 13:00:42.337377,easyaviso,23500.0,,19039,19,039,Monterrey,renta,horizontal
departamento tipo loft amueblado en renta en garza sada,,,26.0,25.6564908,-100.2953187,2025-05-05 13:00:42.337377,easyaviso,14000.0,538.4615384615385,19039,19,039,Monterrey,renta,vertical
departamento equipado renta 2 rec semillero purisima,2.0,2.0,64.03,25.6707176,-100.3251116,2025-05-05 13:00:42.337377,easyaviso,22000.0,343.5889426831173,19039,19,039,Monterrey,renta,vertical
departamento en renta en las fridas,2.0,2.0,100.0,25.673745,-100.369052,2025-05-05 13:00:42.337377,easyaviso,35000.0,350.0,19039,19,039,Monterrey,renta,vertical
casa en renta  en bosques del vergel  monterrey nuevo leon,3.0,4.0,260.0,25.5701923,-100.2314704,2025-05-05 13:00:42.337377,easyaviso,45000.0,173.07692307692307,19039,19,039,Monterrey,renta,horizontal
gran reserva sector alpes,3.0,3.0,198.0,25.76173,-100.425606,2025-05-05 13:00:42.337377,easyaviso,21200.0,107.07070707070709,19039,19,039,Monterrey,renta,otro
departamento en renta en monterrey,,,75.0,25.6740575,-100.3233909,2025-05-05 13:00:42.337377,easyaviso,16500.0,220.0,19039,19,039,Monterrey,renta,vertical
loft en renta en monterrey,,,,25.6740575,-100.3233909,2025-05-05 13:00:42.337377,easyaviso,13500.0,,19039,19,039,Monterrey,renta,vertical
renta de departamento en cumbres,2.0,2.0,96.0,25.7374060804,-100.3868889328,2025-05-05 13:00:42.337377,easyaviso,19500.0,203.125,19039,19,039,Monterrey,renta,vertical
departamento en renta puntacero,,,,25.6764937,-100.2900434,2025-05-05 13:00:42.337377,easyaviso,23000.0,,19039,19,039,Monterrey,renta,vertical
torre sile  sonoma,2.0,2.0,140.0,25.6210659,-100.3049802,2025-05-05 13:00:42.337377,easyaviso,46000.0,328.57142857142856,19039,19,039,Monterrey,renta,otro
casa en renta en cumbres madeira condesa,3.0,3.0,226.0,25.6780967096,-100.3866220495,2025-05-05 13:00:42.337377,easyaviso,25000.0,110.61946902654869,19039,19,039,Monterrey,renta,horizontal
departamento catehua,2.0,2.0,66.0,25.7093981,-100.3136523,2025-05-05 13:00:42.337377,easyaviso,22500.0,340.90909090909093,19039,19,039,Monterrey,renta,vertical
los cristales,4.0,4.0,686.0,25.537613,-100.204887,2025-05-05 13:00:42.337377,easyaviso,95000.0,138.48396501457725,19039,19,039,Monterrey,renta,otro
casa en renta cumbres 5to. sector,3.0,3.0,293.0,25.7458254,-100.4011737,2025-05-05 13:00:42.337377,easyaviso,32000.0,109.21501706484642,19039,19,039,Monterrey,renta,horizontal
depa en renta amueblado en zona tec,,,,25.6912894651,-100.2642432608,2025-05-05 13:00:42.337377,easyaviso,18000.0,,19039,19,039,Monterrey,renta,vertical
cumbres del sol,3.0,3.0,300.0,25.758039,-100.426659,2025-05-05 13:00:42.337377,easyaviso,22000.0,73.33333333333333,19039,19,039,Monterrey,renta,otro
departamento en renta boreal valle oriente hz,3.0,2.0,111.0,25.7188374,-100.3342207,2025-05-05 13:00:42.337377,easyaviso,45000.0,405.4054054054054,19039,19,039,Monterrey,renta,vertical
