oferta,recamaras,bathrooms,mts,lat,lon,fecha_consulta,fuente,precio,precio_m2,cvegeo,cve_ent,cve_mun,nom_mun,tipo,tipo_vivi
departamento en renta en mitras centro,2.0,2.0,64.0,25.6994429,-100.3413691,2025-05-05 13:00:42.337377,easyaviso,24000.0,375.0,19039,19,039,Monterrey,renta,vertical
casa en renta en paseo del vergel  zona sur mty,2.0,2.0,167.0,25.5856641687,-100.2424951061,2025-05-05 13:00:42.337377,easyaviso,27000.0,161.67664670658684,19039,19,039,Monterrey,renta,horizontal
casa en renta en hacienda mitras  zona cumbres,,,,25.7340944,-100.3923089,2025-05-05 13:00:42.337377,easyaviso,13900.0,,19039,19,039,Monterrey,renta,horizontal
departamento en renta en colinas de san jeronimo,2.0,2.0,125.0,25.6854656,-100.3663842,2025-05-05 13:00:42.337377,easyaviso,18000.0,144.0,19039,19,039,Monterrey,renta,vertical
casa renta colinas de san jeronimo,3.0,3.0,380.0,25.6864656,-100.3653842,2025-05-05 13:00:42.337377,easyaviso,38000.0,100.0,19039,19,039,Monterrey,renta,horizontal
departamento en renta barrio w piso 12,,,35.0,25.6742119,-100.3111947,2025-05-05 13:00:42.337377,easyaviso,18000.0,514.2857142857143,19039,19,039,Monterrey,renta,vertical
departamento de renta torre springall norte zona sur monterrey nl,2.0,2.0,80.0,25.6543818,-100.2781078,2025-05-05 13:00:42.337377,easyaviso,38000.0,475.0,19039,19,039,Monterrey,renta,vertical
departamento equipado de renta torre altana zona sur monterrey nl,3.0,2.0,120.0,25.5978281,-100.2580121,2025-05-05 13:00:42.337377,easyaviso,38000.0,316.6666666666667,19039,19,039,Monterrey,renta,vertical
departamento en renta nuevo sur  contry zona tec monterrey,2.0,2.0,81.0,25.6542124284,-100.2737745713,2025-05-05 13:00:42.337377,easyaviso,33500.0,413.58024691358025,19039,19,039,Monterrey,renta,vertical
departamento en renta barrio w,2.0,2.0,77.0,25.6525792,-100.3070926,2025-05-05 13:00:42.337377,easyaviso,26000.0,337.6623376623377,19039,19,039,Monterrey,renta,vertical
departamento renta en semillero monterrey,2.0,2.0,55.0,25.6702701,-100.3254375,2025-05-05 13:00:42.337377,easyaviso,25000.0,454.54545454545456,19039,19,039,Monterrey,renta,vertical
casa en renta adecuada para proposito de negocio u oficina,5.0,3.0,350.0,25.7042960618,-100.3695983543,2025-05-05 13:00:42.337377,easyaviso,55000.0,157.14285714285714,19039,19,039,Monterrey,renta,horizontal
casa en renta residencial la escondida carretera nacional sur de monterrey,3.0,3.0,162.0,25.5954044,-100.2570202,2025-05-05 13:00:42.337377,easyaviso,35000.0,216.0493827160494,19039,19,039,Monterrey,renta,horizontal
departamento en renta torre t.op,2.0,2.0,105.0,25.6721143,-100.3469322,2025-05-05 13:00:42.337377,easyaviso,33100.0,315.23809523809524,19039,19,039,Monterrey,renta,vertical
casa amueblada en renta zona centro de monterrey,2.0,,90.0,25.6746109,-100.3241976,2025-05-05 13:00:42.337377,easyaviso,30000.0,333.3333333333333,19039,19,039,Monterrey,renta,horizontal
casa renta cumbres  oro regency lsl,3.0,2.0,144.0,25.7381917,-100.3932917,2025-05-05 13:00:42.337377,easyaviso,17500.0,121.52777777777776,19039,19,039,Monterrey,renta,horizontal
departamento en renta  revolucion zona sur mty,2.0,,110.0,25.6481955,-100.2765556,2025-05-05 13:00:42.337377,easyaviso,30000.0,272.72727272727275,19039,19,039,Monterrey,renta,vertical
luzia,,,55.0,25.672829,-100.298798,2025-05-05 13:00:42.337377,easyaviso,27000.0,490.9090909090909,19039,19,039,Monterrey,renta,otro
departamento equipado en renta las fridas santa maria mty nl,2.0,2.0,99.0,25.673745,-100.369052,2025-05-05 13:00:42.337377,easyaviso,32000.0,323.2323232323232,19039,19,039,Monterrey,renta,vertical
cumbre de lagos,3.0,2.0,200.0,25.75927,-100.407204,2025-05-05 13:00:42.337377,easyaviso,22000.0,110.0,19039,19,039,Monterrey,renta,otro
departamento en renta zona tec,3.0,2.0,110.0,25.6664286,-100.2783,2025-05-05 13:00:42.337377,easyaviso,39500.0,359.09090909090907,19039,19,039,Monterrey,renta,vertical
departamento en segundo piso en renta  colonia terminal monterrey,,,,25.6851981,-100.2985542,2025-05-05 13:00:42.337377,easyaviso,8500.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta en chepevera,3.0,2.0,100.0,25.6832535,-100.3427724,2025-05-05 13:00:42.337377,easyaviso,31000.0,310.0,19039,19,039,Monterrey,renta,vertical
casa en renta en cumbres 4to sector,3.0,2.0,1.0,25.6863146,-100.3485614,2025-05-05 13:00:42.337377,easyaviso,20900.0,20900.0,19039,19,039,Monterrey,renta,horizontal
departamento en renta torre luz,2.0,2.0,99.0,25.7035583,-100.3380263,2025-05-05 13:00:42.337377,easyaviso,26000.0,262.62626262626264,19039,19,039,Monterrey,renta,vertical
departamento en renta en cantera,3.0,2.0,153.0,25.6966397,-100.3807295,2025-05-05 13:00:42.337377,easyaviso,45000.0,294.11764705882354,19039,19,039,Monterrey,renta,vertical
departamento remodelado y amueblado,,,102.0,25.669247,-100.332717,2025-05-05 13:00:42.337377,easyaviso,22000.0,215.68627450980392,19039,19,039,Monterrey,renta,vertical
loft en renta contry,,,90.0,25.6288382,-100.2755767,2025-05-05 13:00:42.337377,easyaviso,20500.0,227.77777777777777,19039,19,039,Monterrey,renta,vertical
departamento en renta torre el semillero  zona centro,2.0,2.0,70.0,25.6733914,-100.2595957,2025-05-05 13:00:42.337377,easyaviso,18500.0,264.2857142857143,19026,19,026,Guadalupe,renta,vertical
linda casa en renta en cumbres madeira,3.0,4.0,250.0,25.6749152,-100.3189694,2025-05-05 13:00:42.337377,easyaviso,26000.0,104.0,19039,19,039,Monterrey,renta,horizontal
departamento en renta torre el semillero  zona centro,2.0,2.0,55.0,25.6713558,-100.3252979,2025-05-05 13:00:42.337377,easyaviso,17500.0,318.1818181818182,19039,19,039,Monterrey,renta,vertical
departamento nuevo zona tec,3.0,2.0,,25.6501695,-100.2928679,2025-05-05 13:00:42.337377,easyaviso,28000.0,,19039,19,039,Monterrey,renta,vertical
departamento a estrenar,,,,25.643803,-100.2976162,2025-05-05 13:00:42.337377,easyaviso,18000.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta torre ll gaia colinas del huajuco monterrey,2.0,2.0,90.0,25.5866255,-100.2460981,2025-05-05 13:00:42.337377,easyaviso,27000.0,300.0,19039,19,039,Monterrey,renta,vertical
casa en renta en satelite,3.0,3.0,,25.595209,-100.2710747,2025-05-05 13:00:42.337377,easyaviso,22500.0,,19039,19,039,Monterrey,renta,horizontal
renta depa en balzac,2.0,2.0,95.0,25.6729899,-100.3915966,2025-05-05 13:00:42.337377,easyaviso,32000.0,336.8421052631579,19039,19,039,Monterrey,renta,vertical
departamento en renta torre balzac,2.0,2.0,85.0,25.6729899,-100.3915966,2025-05-05 13:00:42.337377,easyaviso,33000.0,388.2352941176471,19039,19,039,Monterrey,renta,vertical
departamento en renta deportivo obispado 3 recamaras muy amplio mty nl,3.0,2.0,,25.6796139583,-100.3430596497,2025-05-05 13:00:42.337377,easyaviso,25000.0,,19039,19,039,Monterrey,renta,vertical
casa en renta portonde valle alto,3.0,3.0,,25.6749152,-100.3189694,2025-05-05 13:00:42.337377,easyaviso,65000.0,,19039,19,039,Monterrey,renta,horizontal
departamento en renta panorama obispado muy amplio 3 recamaras mty nl,3.0,2.0,158.0,25.6787101,-100.3474629,2025-05-05 13:00:42.337377,easyaviso,33000.0,208.86075949367088,19039,19,039,Monterrey,renta,vertical
departamento equipado en renta en boreal,3.0,2.0,128.0,25.6296855,-100.3035367,2025-05-05 13:00:42.337377,easyaviso,55000.0,429.6875,19039,19,039,Monterrey,renta,vertical
townhouse en renta colinas de san jeronimo,2.0,,180.0,25.6866002174,-100.364495528,2025-05-05 13:00:42.337377,easyaviso,24500.0,136.11111111111111,19039,19,039,Monterrey,renta,otro
departamento en renta torre boreal,2.0,2.0,90.0,25.6171139,-100.3028477,2025-05-05 13:00:42.337377,easyaviso,36000.0,400.0,19039,19,039,Monterrey,renta,vertical
sonoma torre arboles,2.0,2.0,124.0,25.62726,-100.299469,2025-05-05 13:00:42.337377,easyaviso,50000.0,403.2258064516129,19039,19,039,Monterrey,renta,otro
colonial la silla,3.0,2.0,248.0,25.634785,-100.27552,2025-05-05 13:00:42.337377,easyaviso,35000.0,141.1290322580645,19039,19,039,Monterrey,renta,otro
loft amueblado en renta en col. centro monterrey,,,75.67,25.6692723835,-100.3066852789,2025-05-05 13:00:42.337377,easyaviso,28000.0,370.0277520814061,19039,19,039,Monterrey,renta,vertical
casa en renta en castanos del vergel de 3 recamaras,3.0,3.0,380.0,25.5531707,-100.2172797,2025-05-05 13:00:42.337377,easyaviso,60000.0,157.89473684210526,19039,19,039,Monterrey,renta,horizontal
boreal,3.0,2.0,118.0,25.62726,-100.299469,2025-05-05 13:00:42.337377,easyaviso,50000.0,423.728813559322,19039,19,039,Monterrey,renta,otro
departamento a estrenar en catehua,2.0,2.0,65.0,25.6461735,-100.3098573,2025-05-05 13:00:42.337377,easyaviso,23000.0,353.84615384615387,19039,19,039,Monterrey,renta,vertical
departamento en renta en zona sur torre micropolis en monterrey nuevo leon,,,97.0,25.6357006,-100.2825701,2025-05-05 13:00:42.337377,easyaviso,24000.0,247.42268041237116,19039,19,039,Monterrey,renta,vertical
torre catehua torre ii,2.0,2.0,70.0,25.707993,-100.315399,2025-05-05 13:00:42.337377,easyaviso,22000.0,314.2857142857143,19039,19,039,Monterrey,renta,otro
departamento en renta en zona sur t. micropolis en monterrey nuevo leon.,2.0,2.0,120.0,25.6344133,-100.2818951,2025-05-05 13:00:42.337377,easyaviso,40000.0,333.3333333333333,19039,19,039,Monterrey,renta,vertical
casa en renta en rincon de la primavera,3.0,2.0,170.0,25.6463128,-100.2698239,2025-05-05 13:00:42.337377,easyaviso,28000.0,164.7058823529412,19026,19,026,Guadalupe,renta,horizontal
departamento en renta colinas de san jeronimo,2.0,2.0,70.0,25.6894656,-100.3623842,2025-05-05 13:00:42.337377,easyaviso,35000.0,500.0,19039,19,039,Monterrey,renta,vertical
casa en renta contry  colonial la silla,5.0,5.0,450.0,25.6347034068,-100.2745532849,2025-05-05 13:00:42.337377,easyaviso,45000.0,100.0,19039,19,039,Monterrey,renta,horizontal
casa en renta las esmeraldas,3.0,3.0,319.0,25.5433248,-100.2210242,2025-05-05 13:00:42.337377,easyaviso,45000.0,141.06583072100312,19039,19,039,Monterrey,renta,horizontal
increible departamento  de 2 recamaras en renta en torre in santa maria,2.0,2.0,130.0,25.6698123,-100.3790519,2025-05-05 13:00:42.337377,easyaviso,38900.0,299.2307692307692,19039,19,039,Monterrey,renta,vertical
casa amueblada cumbres san agustin monterrey nuevo leon,4.0,3.0,,25.7553434093,-100.419384228,2025-05-05 13:00:42.337377,easyaviso,30000.0,,19039,19,039,Monterrey,renta,horizontal
depa en renta  torres monarca  vista ponaramica,2.0,2.0,72.0,25.7442895,-100.3708973,2025-05-05 13:00:42.337377,easyaviso,12000.0,166.66666666666666,19039,19,039,Monterrey,renta,vertical
departamento en renta en carretera nacionalmonterreynuevo leon,2.0,2.0,84.0,25.5798526,-100.2579708,2025-05-05 13:00:42.337377,easyaviso,35000.0,416.6666666666667,19039,19,039,Monterrey,renta,vertical
departamento amueblado en hacienda san francisco monterrey,3.0,4.0,352.0,25.6639605,-100.3471131,2025-05-05 13:00:42.337377,easyaviso,110000.0,312.5,19039,19,039,Monterrey,renta,vertical
penthouse amueblado en renta torre luz mitras centro monterrey n.l.,2.0,2.0,98.0,25.6936064,-100.3324399,2025-05-05 13:00:42.337377,easyaviso,28000.0,285.7142857142857,19039,19,039,Monterrey,renta,otro
departamento en renta en zona tec torre micropolis en monterrey nl,3.0,2.0,170.0,25.6339214,-100.2823168,2025-05-05 13:00:42.337377,easyaviso,45000.0,264.7058823529412,19039,19,039,Monterrey,renta,vertical
casa en renta en bosques de las cumbres mty,3.0,5.0,330.0,25.7269907,-100.3965153,2025-05-05 13:00:42.337377,easyaviso,50000.0,151.5151515151515,19039,19,039,Monterrey,renta,horizontal
departamento nuevo sur,2.0,2.0,90.0,25.6534825,-100.2764983,2025-05-05 13:00:42.337377,easyaviso,38000.0,422.22222222222223,19039,19,039,Monterrey,renta,vertical
departamento nuevo sur,,,60.0,25.6534825,-100.2764983,2025-05-05 13:00:42.337377,easyaviso,27000.0,450.0,19039,19,039,Monterrey,renta,vertical
renta departamento centro de mty,2.0,2.0,85.0,25.6779152,-100.3159694,2025-05-05 13:00:42.337377,easyaviso,31000.0,364.7058823529412,19039,19,039,Monterrey,renta,vertical
renta departamento equipado de 2 recamaras en torre top.,2.0,2.0,118.0,25.672067,-100.3468619,2025-05-05 13:00:42.337377,easyaviso,36500.0,309.3220338983051,19039,19,039,Monterrey,renta,vertical
casa en renta en cumbres diamante,3.0,2.0,169.0,25.753367,-100.3990441,2025-05-05 13:00:42.337377,easyaviso,17500.0,103.55029585798816,19039,19,039,Monterrey,renta,horizontal
departamento en renta en cantera,2.0,2.0,90.0,25.6966397,-100.3807295,2025-05-05 13:00:42.337377,easyaviso,34000.0,377.77777777777777,19039,19,039,Monterrey,renta,vertical
casa en renta col. contry zona sur de monterrey,3.0,3.0,380.0,25.6389162,-100.2760019,2025-05-05 13:00:42.337377,easyaviso,35000.0,92.10526315789474,19039,19,039,Monterrey,renta,horizontal
departamento en renta en las fridas  santa maria,2.0,2.0,120.0,25.6714872,-100.3759968,2025-05-05 13:00:42.337377,easyaviso,36000.0,300.0,19039,19,039,Monterrey,renta,vertical
departamento nuevo renta col. contry monterrey n.l.,2.0,2.0,200.0,25.6302602,-100.2785948,2025-05-05 13:00:42.337377,easyaviso,28000.0,140.0,19039,19,039,Monterrey,renta,vertical
departamento en renta en torre cantera. colinas de san jeronimo. monterrey n.l.,3.0,2.0,142.0,25.6863582,-100.3761083,2025-05-05 13:00:42.337377,easyaviso,47900.0,337.32394366197184,19039,19,039,Monterrey,renta,vertical
departamento amueblado en renta en nuevo sur. tecnologico. monterrey nl.,2.0,2.0,80.0,25.652668286,-100.2759933472,2025-05-05 13:00:42.337377,easyaviso,35000.0,437.5,19039,19,039,Monterrey,renta,vertical
departamento renta torre luzia 3 rec centro de monterrey,3.0,2.0,100.0,25.6757008,-100.3272683,2025-05-05 13:00:42.337377,easyaviso,38000.0,380.0,19039,19,039,Monterrey,renta,vertical
cumbres 3er sector,2.0,2.0,90.0,25.76347,-100.390579,2025-05-05 13:00:42.337377,easyaviso,14000.0,155.55555555555554,19039,19,039,Monterrey,renta,otro
nivel once,2.0,,56.0,25.642378,-100.295578,2025-05-05 13:00:42.337377,easyaviso,18000.0,321.42857142857144,19039,19,039,Monterrey,renta,otro
departamento en renta torre luzia,2.0,2.0,95.0,25.6749152,-100.3189694,2025-05-05 13:00:42.337377,easyaviso,31000.0,326.3157894736842,19039,19,039,Monterrey,renta,vertical
departamento amueblado en renta cumbres 2 sector,2.0,2.0,,25.706312852,-100.3677404968,2025-05-05 13:00:42.337377,easyaviso,19000.0,,19039,19,039,Monterrey,renta,vertical
colinas del huajuco torre gaia,2.0,2.0,81.0,25.586458,-100.246056,2025-05-05 13:00:42.337377,easyaviso,26000.0,320.98765432098764,19039,19,039,Monterrey,renta,otro
valle oriente,,,82.0,25.629532,-100.301033,2025-05-05 13:00:42.337377,easyaviso,28000.0,341.4634146341463,19039,19,039,Monterrey,renta,otro
valle oriente,2.0,,85.0,25.629532,-100.301033,2025-05-05 13:00:42.337377,easyaviso,32000.0,376.4705882352941,19039,19,039,Monterrey,renta,otro
valle oriente,2.0,2.0,119.0,25.629532,-100.301033,2025-05-05 13:00:42.337377,easyaviso,32000.0,268.9075630252101,19039,19,039,Monterrey,renta,otro
departamento de renta en santa maria monterrey nuevo leon.,2.0,2.0,120.0,25.6705377,-100.3652593,2025-05-05 13:00:42.337377,easyaviso,36000.0,300.0,19039,19,039,Monterrey,renta,vertical
departamento de renta en zona centro de monterrey.,2.0,,50.0,25.6752998,-100.297783,2025-05-05 13:00:42.337377,easyaviso,20000.0,400.0,19039,19,039,Monterrey,renta,vertical
departamento en renta col maria luisa en monterrey,3.0,2.0,,25.6750769,-100.3343527,2025-05-05 13:00:42.337377,easyaviso,16500.0,,19039,19,039,Monterrey,renta,vertical
estrena depa en renta amueblado y decorado de 3 rec. en torre boreal valle ote,3.0,2.0,,25.6297643366,-100.3028583527,2025-05-05 13:00:42.337377,easyaviso,55000.0,,19039,19,039,Monterrey,renta,vertical
departamento amueblado en renta zona tec de monterrey,,,64.0,25.651933,-100.2894607,2025-05-05 13:00:42.337377,easyaviso,31320.0,489.375,19039,19,039,Monterrey,renta,vertical
departamento en renta loma larga,,,,25.7325087,-100.35372,2025-05-05 13:00:42.337377,easyaviso,18000.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta en nuevo sur zona tec,2.0,2.0,72.0,25.6543818,-100.2781078,2025-05-05 13:00:42.337377,easyaviso,35500.0,493.05555555555554,19039,19,039,Monterrey,renta,vertical
casa en renta jardines del paseo,3.0,3.0,274.0,25.6974962261,-100.316891731,2025-05-05 13:00:42.337377,easyaviso,35000.0,127.73722627737226,19039,19,039,Monterrey,renta,horizontal
departamento renta colonial cumbres,,,55.0,25.7363739,-100.3957757,2025-05-05 13:00:42.337377,easyaviso,10500.0,190.9090909090909,19039,19,039,Monterrey,renta,vertical
departamento en renta nuevo sur,2.0,2.0,88.0,25.6544406,-100.2781755,2025-05-05 13:00:42.337377,easyaviso,32000.0,363.6363636363636,19039,19,039,Monterrey,renta,vertical
puerta de hierro sector linces en renta,3.0,3.0,,25.752288,-100.4172802,2025-05-05 13:00:42.337377,easyaviso,37000.0,,19039,19,039,Monterrey,renta,otro
casa en renta para negocio,5.0,,162.0,25.6752897697,-100.3152514486,2025-05-05 13:00:42.337377,easyaviso,16000.0,98.76543209876544,19039,19,039,Monterrey,renta,horizontal
cantera,2.0,2.0,90.0,25.6779443,-100.3659308,2025-05-05 13:00:42.337377,easyaviso,34000.0,377.77777777777777,19039,19,039,Monterrey,renta,otro
colinas de san jeronimo,2.0,,100.0,25.67959,-100.368401,2025-05-05 13:00:42.337377,easyaviso,19500.0,195.0,19039,19,039,Monterrey,renta,otro
departamento amueblado en renta tecnologico,3.0,2.0,75.0,25.6479792,-100.2944463,2025-05-05 13:00:42.337377,easyaviso,30000.0,400.0,19039,19,039,Monterrey,renta,vertical
departamento en renta 2 rec no amueblado ocampo centro monterrey,2.0,2.0,80.0,25.666594214,-100.3208398819,2025-05-05 13:00:42.337377,easyaviso,27300.0,341.25,19039,19,039,Monterrey,renta,vertical
departamento en renta 1 rec no amueblado ocampo centro monterrey,,,42.0,25.6666328948,-100.3208827972,2025-05-05 13:00:42.337377,easyaviso,19200.0,457.1428571428572,19039,19,039,Monterrey,renta,vertical
departamento tipo loft en renta zona centro ocampo monterrey,,,32.0,25.6666715757,-100.3208184242,2025-05-05 13:00:42.337377,easyaviso,15700.0,490.625,19039,19,039,Monterrey,renta,vertical
departamento torre inn en santa maria monterrey,2.0,2.0,100.0,25.669414,-100.3740452,2025-05-05 13:00:42.337377,easyaviso,31500.0,315.0,19039,19,039,Monterrey,renta,vertical
ofrezco departamento en colinas de san jeronimo,2.0,2.0,132.0,25.6863582,-100.3761083,2025-05-05 13:00:42.337377,easyaviso,22000.0,166.66666666666666,19039,19,039,Monterrey,renta,vertical
departamento en renta torre kyo midtown zona centro monterrey nl,2.0,2.0,66.0,25.668133,-100.3236002,2025-05-05 13:00:42.337377,easyaviso,24000.0,363.6363636363636,19039,19,039,Monterrey,renta,vertical
departamento en renta torre gaia carretera nacional,2.0,2.0,96.0,25.5866255,-100.2460981,2025-05-05 13:00:42.337377,easyaviso,28500.0,296.875,19039,19,039,Monterrey,renta,vertical
departamento en vue fundadores,,2.0,124.0,25.6272465,-100.3070796,2025-05-05 13:00:42.337377,easyaviso,44000.0,354.83870967741933,19039,19,039,Monterrey,renta,vertical
departamento en renta san jeronimo,,,64.0,25.6799443,-100.3639308,2025-05-05 13:00:42.337377,easyaviso,23000.0,359.375,19039,19,039,Monterrey,renta,vertical
departamento en renta torre catehua,2.0,2.0,65.0,25.7081006,-100.3144255,2025-05-05 13:00:42.337377,easyaviso,22000.0,338.46153846153845,19039,19,039,Monterrey,renta,vertical
casa compartida en colonia loma larga loma grande sin nombre de colonia 32,,,,25.6668124,-100.3393825,2025-05-05 13:00:42.337377,easyaviso,6800.0,,19039,19,039,Monterrey,renta,horizontal
cuarto tipo loft en colona loma larga,,,,25.6646314,-100.3445928,2025-05-05 13:00:42.337377,easyaviso,8000.0,,19039,19,039,Monterrey,renta,vertical
casa en renta a estrenar en cumbres santa clara monterrey,4.0,4.0,290.0,25.7413167236,-100.3965210915,2025-05-05 13:00:42.337377,easyaviso,26000.0,89.65517241379311,19039,19,039,Monterrey,renta,horizontal
departamento amueblado a solo 5 minutos del tec de monterrey con alberca.,,,,25.6511139,-100.3009229,2025-05-05 13:00:42.337377,easyaviso,16500.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta en arena calzada centro,2.0,,66.0,25.6527621,-100.3063446,2025-05-05 13:00:42.337377,easyaviso,22300.0,337.8787878787879,19039,19,039,Monterrey,renta,vertical
departamento en renta en zona centro,,,1.0,25.6547621,-100.3043446,2025-05-05 13:00:42.337377,easyaviso,17000.0,17000.0,19039,19,039,Monterrey,renta,vertical
departamento en renta arena calzada  centro,,,33.0,25.6527621,-100.3063446,2025-05-05 13:00:42.337377,easyaviso,15000.0,454.54545454545456,19039,19,039,Monterrey,renta,vertical
torre luzia,2.0,2.0,80.0,25.672895,-100.298782,2025-05-05 13:00:42.337377,easyaviso,35000.0,437.5,19039,19,039,Monterrey,renta,otro
departamento en renta,3.0,3.0,,25.7072671,-100.3145159,2025-05-05 13:00:42.337377,easyaviso,28000.0,,19039,19,039,Monterrey,renta,vertical
departamento amueblado en renta en mitt,,,44.0,25.7107432,-100.3469826,2025-05-05 13:00:42.337377,easyaviso,20500.0,465.9090909090909,19039,19,039,Monterrey,renta,vertical
zona centro departamento en renta amueblado y equipado en torre haus monterrey,2.0,2.0,86.0,25.6736463,-100.3000735,2025-05-05 13:00:42.337377,easyaviso,26500.0,308.13953488372096,19039,19,039,Monterrey,renta,vertical
casa en renta amueblada y equipada en col. florida en monterrey,3.0,3.0,300.0,25.6586303,-100.2922624,2025-05-05 13:00:42.337377,easyaviso,37000.0,123.33333333333331,19039,19,039,Monterrey,renta,horizontal
renta departamento en balzac,2.0,2.0,,25.6705377,-100.3652593,2025-05-05 13:00:42.337377,easyaviso,35000.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta nomad riviera centro de monterrey n.l.,,,45.0,25.6727989,-100.2995931,2025-05-05 13:00:42.337377,easyaviso,19200.0,426.6666666666667,19039,19,039,Monterrey,renta,vertical
departamento en renta nomad riviera centro de monterrey n.l.,3.0,3.0,92.0,25.6727989,-100.2995931,2025-05-05 13:00:42.337377,easyaviso,35572.0,386.6521739130435,19039,19,039,Monterrey,renta,vertical
departamento en renta nomad living en el centro de monterrey n.l.,2.0,2.0,66.0,25.6727989,-100.2995931,2025-05-05 13:00:42.337377,easyaviso,28200.0,427.27272727272725,19039,19,039,Monterrey,renta,vertical
departamento en renta nomad riviera centro de monterrey n.l.,,,38.0,25.6936064,-100.3324399,2025-05-05 13:00:42.337377,easyaviso,17100.0,450.0,19039,19,039,Monterrey,renta,vertical
portal de cumbres,3.0,3.0,260.0,25.739258,-100.392059,2025-05-05 13:00:42.337377,easyaviso,21000.0,80.76923076923077,19039,19,039,Monterrey,renta,otro
departamento en renta zona san jeronimo,2.0,2.0,86.0,25.6757693,-100.3721691,2025-05-05 13:00:42.337377,easyaviso,29000.0,337.2093023255814,19039,19,039,Monterrey,renta,vertical
departamento en renta de 2 recamaras listo para estrenar muy cerca de san pedro,2.0,2.0,83.0,25.670439,-100.3881305,2025-05-05 13:00:42.337377,easyaviso,35000.0,421.68674698795184,19019,19,019,San Pedro Garza García,renta,vertical
departamento amueblado en renta  tecnologico,3.0,2.0,85.0,25.6481661886,-100.2945488649,2025-05-05 13:00:42.337377,easyaviso,30000.0,352.94117647058823,19039,19,039,Monterrey,renta,vertical
departamento en renta carretera nacional torre pavia,3.0,2.0,,25.5862714,-100.2506641,2025-05-05 13:00:42.337377,easyaviso,32000.0,,19039,19,039,Monterrey,renta,vertical
loft totalmente amueblado  para estrenar en renta,,,45.0,25.6809443,-100.3629308,2025-05-05 13:00:42.337377,easyaviso,18000.0,400.0,19039,19,039,Monterrey,renta,vertical
departamento en renta en monterrey  santa maria amueblado,2.0,2.0,125.0,25.6724007,-100.3730481,2025-05-05 13:00:42.337377,easyaviso,33000.0,264.0,19039,19,039,Monterrey,renta,vertical
departamento tipo lovft nuevo en renta en vista hermosa monterrey n.l.,,,30.0,25.6920035,-100.3595015,2025-05-05 13:00:42.337377,easyaviso,17500.0,583.3333333333334,19039,19,039,Monterrey,renta,vertical
casa en renta en cumbres platino,4.0,4.0,263.7,25.6947589,-100.3569196,2025-05-05 13:00:42.337377,easyaviso,28000.0,106.18126659082291,19039,19,039,Monterrey,renta,horizontal
san jeronimo,2.0,2.0,76.0,25.675163,-100.355247,2025-05-05 13:00:42.337377,easyaviso,21000.0,276.3157894736842,19039,19,039,Monterrey,renta,otro
departamento amueblado en renta frente al tec,,,58.0,25.6480627,-100.2903404,2025-05-05 13:00:42.337377,easyaviso,33000.0,568.9655172413793,19039,19,039,Monterrey,renta,vertical
casa puerta de hierro  cumbres,3.0,2.0,185.0,25.7532993,-100.4168276,2025-05-05 13:00:42.337377,easyaviso,18000.0,97.29729729729728,19039,19,039,Monterrey,renta,horizontal
hermoso departamento en semillero purisima,2.0,2.0,70.0,25.6696479,-100.3219528,2025-05-05 13:00:42.337377,easyaviso,26000.0,371.4285714285714,19039,19,039,Monterrey,renta,vertical
departamento en renta amueblado 2 rec t.cantera san jeronimo monterrey,2.0,2.0,90.0,25.6977137494,-100.3822612199,2025-05-05 13:00:42.337377,easyaviso,35000.0,388.8888888888889,19039,19,039,Monterrey,renta,vertical
departamento en renta amueblado 2 rec t.diez san jeronimo monterrey,2.0,2.0,94.0,25.697293204,-100.3823814121,2025-05-05 13:00:42.337377,easyaviso,35000.0,372.3404255319149,19039,19,039,Monterrey,renta,vertical
departamento de renta en centro monterrey,2.0,2.0,65.0,25.6780368,-100.3133067,2025-05-05 13:00:42.337377,easyaviso,17500.0,269.2307692307692,19039,19,039,Monterrey,renta,vertical
departamento en renta 3 habitaciones amueblado,3.0,2.0,,25.692187,-100.3631802,2025-05-05 13:00:42.337377,easyaviso,29500.0,,19039,19,039,Monterrey,renta,vertical
departamento amueblado en renta en santa maria torre in monterrey,,,75.0,25.6699207228,-100.3793978734,2025-05-05 13:00:42.337377,easyaviso,27000.0,360.0,19039,19,039,Monterrey,renta,vertical
estanzuela,,,150.0,25.589355,-100.254875,2025-05-05 13:00:42.337377,easyaviso,14000.0,93.33333333333331,19039,19,039,Monterrey,renta,otro
departamento equipado en renta a estrenar centro de monterrey. 26000 mxn,2.0,2.0,75.0,25.6780368,-100.3133067,2025-05-05 13:00:42.337377,easyaviso,26000.0,346.6666666666667,19039,19,039,Monterrey,renta,vertical
departamento torre haus santa lucia,2.0,2.0,100.0,25.6758832,-100.3037299,2025-05-05 13:00:42.337377,easyaviso,24000.0,240.0,19039,19,039,Monterrey,renta,vertical
lagos del bosque,3.0,2.0,380.0,25.602686,-100.264549,2025-05-05 13:00:42.337377,easyaviso,35000.0,92.10526315789474,19039,19,039,Monterrey,renta,otro
